Phonetic component,Onyomi,Vocab Quiz,Vocab Quiz answer,% kanji with commonly used vocab,No. of kanji,Onyomi count,Score
倉,"ソウ(創,蒼,瘡,倉,槍,滄,蹌,愴,艙,搶,鎗)
ショウ(創,槍,搶,瘡,蹌,鎗)","[そう]世:[n-comm]creation of the world
[そう]世記:[n-comm]Genesis (book of the Bible)
[そう]紅:[n-no;n-comm]azure and crimson; blue and red
[そう]竜:[n-comm]Azure Dragon (god said to rule over the eastern heavens); blue dragon; large horse with a bluish-leaden coat; seven mansions (Chinese const...
凍[そう]:[n-comm]chilblains; frostbite
痘[そう]:[n-comm]smallpox; variola
船[そう]:[n-comm]hatch; ship's hold
穀[そう]:[n-comm]granary
投擲[そう]:[n-comm]javelin; throwing spear
投[そう]器:[n-comm]atlatl; spear thrower; woomera
桑田[そう]海:[expr]the world is a scene of constant changes (as a mulberry field changing into a blue sea)
[そう]溟:[n-comm]great blue sea; ocean
[そう]踉:[adv-to;adjtaru]reeling; staggering; tottering
[そう][そう]:[adv-to;adjtaru]moving unsteadily; staggeringly
悲[そう]:[adj-n;n-comm]grievous; pathetic; sad; sorrowful
悄[そう]:[adjtaru]lonely; sad and lamenting
船[そう]:[n-comm]hatch; ship's hold
船[そう]:[n-comm]hatch; ship's hold","創世(そうせい)
創世記(そうせいき)
蒼紅(そうこう)
蒼竜(そうりゅう)
凍瘡(とうそう)
痘瘡(とうそう)
船倉(せんそう)
穀倉(こくそう)
投擲槍(とうてきそう)
投槍器(とうそうき)
桑田滄海(そうでんそうかい)
滄溟(そうめい)
蹌踉(そうろう)
蹌蹌(そうそう)
悲愴(ひそう)
悄愴(しょうそう)
船艙(せんそう)
船艙(せんそう)",0.530588,17,2,13
盧,"ロ(蘆,驢,轤,顱,廬,櫨,艫,盧,臚,瀘,爐,鑪,鱸)
リョ(廬,臚,驢)","[ろ]木:[n-comm]calamite
[ろ]溝橋事件:[n-comm]Marco Polo Bridge Incident (July 7, 1937)
[ろ]馬の橋:[n-comm]pons asinorum (hurdle to learning)
[ろ]馬:[n-comm]ass; donkey
轆[ろ]:[n-comm]lathe; potter's wheel; pulley; windlass
手轆[ろ]:[n-comm]hand wheel; hand-powered potter's wheel
頭[ろ]:[n-comm]head; skull
[ろ]頂眼:[n-comm]parietal eye; pineal eye; third eye
[ろ]山会議:[n-comm]Lushan Conference (1959 meeting of the Communist Party of China to discuss the Great Leap Forward)
蝸[ろ]:[n-comm]little house; my humble home; snail shell
黄[ろ]:[n-comm]Japanese wax tree; wax tree (Toxicodendron succedaneum)
香[ろ]園川雲雀貝:[n-comm]Xenostrobus securis (species of saltwater mussel)
[ろ]:[n-comm]bow (of a ship); prow; stern (of a ship)
舳[ろ]:[n-comm]bow and stern
[ろ]溝橋事件:[n-comm]Marco Polo Bridge Incident (July 7, 1937)
胡[ろ]:[n-comm]calabash (Lagenaria siceraria)
鴻[ろ]館:[n-comm]mansion used by foreign visitors to Japan (Nara to Heian period)
[ろ]列:[n-comm;n-suru]lined up in a row
[ろ]過器:[n-comm]colander; filter; strainer
圧[ろ]器:[n-comm]filter press","蘆木(ろぼく)
蘆溝橋事件(ろこうきょうじけん)
驢馬の橋(ろばのはし)
驢馬(ろば)
轆轤(ろくろ)
手轆轤(てろくろ)
頭顱(とうろ)
顱頂眼(ろちょうがん)
廬山会議(ろざんかいぎ)
蝸廬(かろ)
黄櫨(こうろ)
香櫨園川雲雀貝(こうろえんかわひばりがい)
艫(ろ)
舳艫(じくろ)
盧溝橋事件(ろこうきょうじけん)
胡盧(ころ)
鴻臚館(こうろかん)
臚列(ろれつ)
瀘過器(ろかき)
圧瀘器(あつろき)",0.625625,16,2,13
旁,"ボウ(傍,蒡,膀,旁,謗,滂,榜,磅)
ホウ(旁,謗,滂,膀,榜,磅,蒡)","路[ぼう]:[n-comm]roadside
[ぼう]若無人:[n-no;adj-n;n-comm]acting without consideration for others; arrogance; audacity; behaving outrageously as though there were no one around; insolenc...
菊牛[ぼう]:[n-comm]scorzonera (Scorzonera hispanica); Spanish salsify; viper's grass
菊牛[ぼう]:[n-comm]scorzonera (Scorzonera hispanica); Spanish salsify; viper's grass
[ぼう]胱造影:[n-comm]cystogram; cystography
[ぼう]胱鏡:[n-comm]cystoscope
[ぼう]若無人:[n-no;adj-n;n-comm]acting without consideration for others; arrogance; audacity; behaving outrageously as though there were no one around; insolenc...
[ぼう]若無人:[n-no;adj-n;n-comm]acting without consideration for others; arrogance; audacity; behaving outrageously as though there were no one around; insolenc...
[ぼう]法:[n-comm]denigrating the Dharma; impossible thing; slandering Buddhism; unreasonable demand
[ぼう]沱:[n-no;adv-to;adjtaru]pouring; streaming (of tears); pouring (of rain or sweat)

博引[ぼう]証:[n-comm;n-suru;intrnsv]citing copious references
偏[ぼう]:[n-comm]kanji radical positions; left and right kanji radicals
誹[ぼう]:[n-comm;n-suru;trnsitv]abuse; slander
讒[ぼう]:[n-comm;n-suru;trnsitv]defamation; libel; slander
落涙[ぼう]沱:[adv-to;adjtaru]shedding copious tears; tears streaming down one's cheeks
[ほう]湃:[adv-to;adjtaru]as the sound of surging water; surging; vigorous; welling
急性[ぼう]胱炎:[n-comm]acute cystitis
人工[ぼう]胱:[n-comm]artificial bladder; artificial urinary bladder
標[ぼう]:[n-comm;n-suru;trnsitv]advocating; championing; professing (to be); standing for
標[ぼう]:[n-comm;n-suru;trnsitv]advocating; championing; professing (to be); standing for","路傍(ろぼう)
傍若無人(ぼうじゃくぶじん)
菊牛蒡(きくごぼう)
菊牛蒡(きくごぼう)
膀胱造影(ぼうこうぞうえい)
膀胱鏡(ぼうこうきょう)
旁若無人(ぼうじゃくぶじん)
旁若無人(ぼうじゃくぶじん)
謗法(ぼうほう)
滂沱(ぼうだ)

博引旁証(はくいんぼうしょう)
偏旁(へんぼう)
誹謗(ひぼう)
讒謗(ざんぼう)
落涙滂沱(らくるいぼうだ)
滂湃(ほうはい)
急性膀胱炎(きゅうせいぼうこうえん)
人工膀胱(じんこうぼうこう)
標榜(ひょうぼう)
標榜(ひょうぼう)",0.731333,15,2,13
章,"ショウ(障,章,彰,樟,瘴,嶂,璋,鱆)","更年期[しょう]害:[n-comm]menopausal disorders
情緒[しょう]害:[n-comm;n-suru](suffering) an emotional disturbance
藍綬褒[しょう]:[n-comm]Medal with Blue Ribbon
褒[しょう]:[n-comm]medal of honour; medal of merit
顕[しょう]:[n-comm;n-suru;trnsitv]honoring; honouring (publicly); making someone's good deeds or achievements well-known
表[しょう]状:[n-comm]certificate of commendation; testimonial
[しょう]脳ちんき:[n-comm]tincture of camphor
[しょう]脳丁幾:[n-comm]tincture of camphor
[しょう]気:[n-comm]miasma; noxious form of 'bad air' formerly believed to cause diseases
[しょう]癘:[n-comm]tropical disease (e.g. malaria)","更年期障害(こうねんきしょうがい)
情緒障害(じょうしょしょうがい)
藍綬褒章(らんじゅほうしょう)
褒章(ほうしょう)
顕彰(けんしょう)
表彰状(ひょうしょうじょう)
樟脳ちんき(しょうのうちんき)
樟脳丁幾(しょうのうちんき)
瘴気(しょうき)
瘴癘(しょうれい)",0.63,8,1,13
容,"ヨウ(容,溶,熔,鎔,蓉,榕,穃)","認[よう]:[n-comm;n-suru;trnsitv]acknowledgement; acknowledgment
理[よう]師:[n-comm]barber; hairdresser
[よう]媒:[n-no;n-comm]solvent
[よう]鉱炉:[n-comm]blast furnace; smelting furnace
[よう]鉱炉:[n-comm]blast furnace; smelting furnace
[よう]融:[n-comm;n-suru;intrnsv]fusion; melting
[よう]鉱炉:[n-comm]blast furnace; smelting furnace
[よう]解:[n-comm;n-suru;intrnsv;trnsitv]dissolution; dissolving; fusion; liquefying; melting; solution (e.g. chemical)
芙[よう]:[n-comm]Confederate rose; cotton rose (Hibiscus mutabilis); dixie rosemallow; lotus blossom
芙[よう]:[n-comm]Confederate rose; cotton rose (Hibiscus mutabilis); dixie rosemallow; lotus blossom
[よう]樹:[n-comm]Chinese banyan (Ficus microcarpa); Indian laurel; Malayan banyan","認容(にんよう)
理容師(りようし)
溶媒(ようばい)
溶鉱炉(ようこうろ)
熔鉱炉(ようこうろ)
熔融(ようゆう)
鎔鉱炉(ようこうろ)
鎔解(ようかい)
芙蓉(ふよう)
芙蓉(ふよう)
榕樹(ようじゅ)",0.86,7,1,13
夆,"ホウ(峰,蜂,鋒,烽,逢,峯)","主[ほう]:[n-comm]the highest peak
未登[ほう]:[n-comm]unclimbed mountain
[ほう]起:[n-comm;n-suru;intrnsv]revolt; uprising
[ほう]起:[n-comm;n-suru;intrnsv]revolt; uprising
急先[ぽう]:[n-comm]forefront; van (of a movement); vanguard
[ほう]起:[n-comm;n-suru;intrnsv]revolt; uprising
[ほう]火:[n-comm]beacon; signal fire; skyrocket; smoke signals; starting shot; starting signal
[ほう]烟:[n-comm]smoke signals
[ほう]着:[n-comm;n-suru;intrnsv]being confronted with; coming upon; encountering; facing
遭[ほう]:[n-comm;n-suru]coming upon; encounter; meeting by chance; running into
連[ぽう]:[n-comm]mountain range
連[ぽう]:[n-comm]mountain range","主峰(しゅほう)
未登峰(みとうほう)
蜂起(ほうき)
蜂起(ほうき)
急先鋒(きゅうせんぽう)
鋒起(ほうき)
烽火(ほうか)
烽烟(ほうえん)
逢着(ほうちゃく)
遭逢(そうほう)
連峯(れんぽう)
連峯(れんぽう)",1,6,1,12
安,"アン(安,案,按,鞍,鮟,晏)","[あん]産:[n-comm;n-suru;intrnsv;trnsitv]easy childbirth; easy delivery; safe birth
[あん]全ぴん:[n-comm]safety pin
水先[あん]内:[n-comm]pilot; pilotage
[あん]分:[n-comm;n-suru;trnsitv]proportional distribution; proportional division
[あん]分:[n-comm;n-suru;trnsitv]proportional distribution; proportional division
[あん]じる:[v1;trnsitv]to be anxious (about); to be concerned (about); to consider; to devise; to fear; to grasp (the hilt of one's sword); to investigate; to...
[あん]馬:[n-comm]pommel horse; saddled horse; side horse
[あん]馬:[n-comm]pommel horse; saddled horse; side horse
[あん]鱇形:[n-comm]sumo wrestler with a big belly
蛙[あん]鱇:[n-comm]frogfish (any fish of family Antennariidae, esp. the striated frogfish, Antennarius striatus)
[あん]然:[adv-to;adjtaru]calm; tranquil
[あん]如:[adv-to;adjtaru]calm; tranquil","安産(あんざん)
安全ぴん(あんぜんぴん)
水先案内(みずさきあんない)
案分(あんぶん)
按分(あんぶん)
按じる(あんじる)
鞍馬(あんば)
鞍馬(あんば)
鮟鱇形(あんこうがた)
蛙鮟鱇(かえるあんこう)
晏然(あんぜん)
晏如(あんじょ)",1,6,1,12
昌,"ショウ(唱,娼,昌,菖,倡,猖)","夫[しょう]婦随:[n-comm]a wife should do her husband's bidding
熱[しょう]:[n-comm;n-suru;trnsitv]singing enthusiastically
[しょう]婦:[n-comm]harlot; prostitute
[しょう]婦:[n-comm]harlot; prostitute
繁[じょう]:[n-comm;n-suru;intrnsv]flourishing; prosperity; thriving
蕃[じょう]:[n-comm;n-suru;intrnsv]flourishing; prosperity; thriving
[しょう]蒲:[n-comm]calamus; Japanese iris (Iris ensata var. ensata); sweet flag (Acorus calamus)
[しょう]蒲:[n-comm]calamus; Japanese iris (Iris ensata var. ensata); sweet flag (Acorus calamus)
[しょう]和:[n-comm;n-suru;trnsitv]cheering in chorus; saying in unison
[しょう]和:[n-comm;n-suru;trnsitv]cheering in chorus; saying in unison
[しょう]獗をきわめる:[v1;expr]to be rife; to become rampant
[しょう]獗を極める:[v1;expr]to be rife; to become rampant","夫唱婦随(ふしょうふずい)
熱唱(ねっしょう)
娼婦(しょうふ)
娼婦(しょうふ)
繁昌(はんじょう)
蕃昌(はんじょう)
菖蒲(しょうぶ)
菖蒲(しょうぶ)
倡和(しょうわ)
倡和(しょうわ)
猖獗をきわめる(しょうけつをきわめる)
猖獗を極める(しょうけつをきわめる)",1,6,1,12
旱,"カン(桿,悍,旱,稈,駻,捍)","操縦[かん]:[n-comm]control column; joystick; yoke
乳酸[かん]菌:[n-comm]lactobacillus
[かん]婦:[n-comm]bad-tempered woman; shrew; virago; vixen
剽[かん]無比:[n-no;adj-n;n-comm]as fierce and nimble as any; daring and agile without equal
[かん]天慈雨:[n-comm]a welcome relief; realization of something eagerly looked for; welcome (beneficial) rain in a drought
[かん]損:[n-comm]drought damage
短[かん]:[n-no]dwarf; short-stalked (of grains)
[かん]:[n-comm]culm (hollow stem of a grass)
[かん]馬:[n-comm]unbroken horse; unmanageable horse; unruly horse
[かん]格:[n-comm;n-suru;intrnsv]mutual incompatibility; mutual rejection","操縦桿(そうじゅうかん)
乳酸桿菌(にゅうさんかんきん)
悍婦(かんぷ)
剽悍無比(ひょうかんむひ)
旱天慈雨(かんてんじう)
旱損(かんそん)
短稈(たんかん)
稈(かん)
駻馬(かんば)
捍格(かんかく)",1,6,1,12
巠,"ケイ(頸,痙,勁,脛,逕,剄,莖,徑,經,輕)
キョウ(經,莖)","[けい]骨:[n-comm]neckbones
[けい]椎:[n-comm]cervical vertebrae
書[けい]:[n-comm]writer's cramp
抗[けい]攣薬:[n-comm]anticonvulsant
簡[けい]:[adj-n;n-comm]crisp; curt; laconic; spare; terse
雄[けい]:[adj-n;n-comm]powerful; vigorous
[けい]節:[n-comm]tibia (of an insect)
[けい]骨:[n-comm]shinbone; tibia
小[けい]:[n-comm;prenom]lane; path; small diameter; small radius
小[けい]:[n-comm;prenom]lane; path; small diameter; small radius
自[けい]:[n-comm;n-suru]committing suicide by slitting one's throat
包[けい]:[n-no;n-comm]phimosis

道徳[きょう]:[n-comm]Daodejing; Tao Te Ching (classic Chinese text by Lao Tzu)
仁王般若波羅蜜[きょう]:[n-comm]Humane King Sutra
包[きょう]:[n-no;n-comm]phimosis","頸骨(けいこつ)
頸椎(けいつい)
書痙(しょけい)
抗痙攣薬(こうけいれんやく)
簡勁(かんけい)
雄勁(ゆうけい)
脛節(けいせつ)
脛骨(けいこつ)
小逕(しょうけい)
小逕(しょうけい)
自剄(じけい)
包莖(ほうけい)

道徳經(どうとくきょう)
仁王般若波羅蜜經(にんのうはんにゃはらみつきょう)
包莖(ほうきょう)",0.75,12,2,11
令,"レイ(令,冷,齢,零,鈴,鴒,羚,玲,苓,伶,蛉,怜,齡,囹,聆)
リョウ(領,苓,伶,怜,羚,聆)
リン(鈴)
レン(怜)","外交辞[れい]:[n-no;n-comm]diplomatic language; diplomatic turn of phrase; tactful way of expressing something
至上命[れい]:[n-comm]must-obey order; unconditional command
空[れい]:[n-no;n-comm]air cooling
水[れい]:[n-no;n-comm]water cooling
満年[れい]:[n-comm]age (expressed in the Western style of counting fully completed years)
加[れい]:[n-comm;n-suru]adding to one's years; ageing; aging
[れい]点:[n-comm]freezing point; no marks; root; zero (of a function); zero (points, marks); zero degrees (Celsius)
[れい]敗:[n-comm;n-suru;intrnsv]being undefeated; having no losses; losing without scoring; shutout; whitewash
[れい]:[n-comm]bell (often globular)
[れい]:[n-comm]bell (often globular)
鶺[れい]:[n-comm]any bird of family Motacillidae (excluding the pipits); longclaw; wagtail
鶺[れい]:[n-comm]any bird of family Motacillidae (excluding the pipits); longclaw; wagtail
[れい]羊:[n-comm]antelope
[れい]羊:[n-comm]antelope
[れい][れい]:[adv-to;adjtaru]tinkling (jewels, metal, etc.)
[れい][れい]:[adv-to;adjtaru]tinkling (jewels, metal, etc.)
猪[れい]:[n-comm]umbrella polypore sclerotium (used as a diuretic, antipyretic, and antitussive in traditional Chinese medicine)
猪[れい]:[n-comm]umbrella polypore sclerotium (used as a diuretic, antipyretic, and antitussive in traditional Chinese medicine)
[れい]人:[n-comm]court musician; minstrel
[れい]俐:[adj-n;n-comm]bright; clever; intelligent; sagacious; sharp; wise
蜻[れい]:[n-comm]damselfly; dragonfly
蜻[れい]:[n-comm]damselfly; dragonfly
[れい]悧狡猾:[adj-n;n-comm]crafty; cunning; guileful; shrewd
[れい]悧:[adj-n;n-comm]bright; clever; intelligent; sagacious; sharp; wise
週[れい]:[suff;n-comm]week-old

[りょう]分:[n-comm]domain; dominion; possession; sphere of action; territory
自治[りょう]:[n-comm]self-governing dominion
土茯[りょう]:[n-comm]Smilax glabra (species of sarsaparilla, used esp. to refer to its dried rhizome, used in Chinese medicine)
茯[りょう]:[n-comm]Poria cocos (species of basidiomycete used in Chinese medicine)

風[りん]:[n-comm]wind bell; wind chime
風[りん]:[n-comm]wind bell; wind chime","外交辞令(がいこうじれい)
至上命令(しじょうめいれい)
空冷(くうれい)
水冷(すいれい)
満年齢(まんねんれい)
加齢(かれい)
零点(れいてん)
零敗(れいはい)
鈴(れい)
鈴(れい)
鶺鴒(せきれい)
鶺鴒(せきれい)
羚羊(れいよう)
羚羊(れいよう)
玲玲(れいれい)
玲玲(れいれい)
猪苓(ちょれい)
猪苓(ちょれい)
伶人(れいじん)
伶俐(れいり)
蜻蛉(せいれい)
蜻蛉(せいれい)
怜悧狡猾(れいりこうかつ)
怜悧(れいり)
週齡(しゅうれい)

領分(りょうぶん)
自治領(じちりょう)
土茯苓(どぶくりょう)
茯苓(ぶくりょう)

風鈴(ふうりん)
風鈴(ふうりん)",0.696956,23,4,10
㐮,"ジョウ(譲,嬢,壌,醸,穣)","禅[じょう]:[n-comm;n-suru;trnsitv]abdication (of a Chinese emperor) in favor of a virtuous successor (as opposed to an heir); smooth transference of power (re...
[じょう]与:[n-no;n-comm;n-suru;trnsitv]transfer
令[じょう]:[n-comm](your) daughter; daughter of a good family; young woman
[じょう]:[n-comm;n-suff]-ess; -ette; Miss; unmarried woman
天[じょう]:[n-comm]heaven and earth
日本土[じょう]動物学会:[n-comm]Japanese Society of Soil Zoology
吟[じょう]酒:[n-comm]ginjō sake; high-quality sake brewed by low temperature fermentation from white rice milled to 60%
[じょう]造:[n-comm;n-suru;trnsitv]brewing
五穀豊[じょう]:[n-comm]abundant crop; bumper crop; huge harvest (of the five grains)
[じょう]:[numeric]10^28; ten octillion","禅譲(ぜんじょう)
譲与(じょうよ)
令嬢(れいじょう)
嬢(じょう)
天壌(てんじょう)
日本土壌動物学会(にっぽんどじょうどうぶつがっかい)
吟醸酒(ぎんじょうしゅ)
醸造(じょうぞう)
五穀豊穣(ごこくほうじょう)
穣(じょう)",1,5,1,10
采,"サイ(菜,採,彩,采,綵)","前[さい]:[n-comm]appetiser; appetizer; hors d'oeuvre; starter
[さい]食:[n-no;n-comm;n-suru;intrnsv;trnsitv]vegetable diet
[さい]鉱:[n-comm;n-suru;intrnsv;trnsitv]mining
[さい]否:[n-comm]adoption or rejection
光[さい]:[n-comm]brilliance; luster; lustre; splendor; splendour
異[さい]:[n-comm]conspicuousness (usu. color); distinctiveness; prominence
喝[さい]:[n-comm;n-suru;intrnsv]acclamation; applause; cheers; ovation
納[さい]:[n-comm]betrothal gift
花[さい]列島:[n-comm]island arc (like the Aleutian Islands)","前菜(ぜんさい)
菜食(さいしょく)
採鉱(さいこう)
採否(さいひ)
光彩(こうさい)
異彩(いさい)
喝采(かっさい)
納采(のうさい)
花綵列島(かさいれっとう)",1,5,1,10
奐,"カン(換,喚,渙,煥,奐)","交[かん]手:[n-comm]operator (e.g. telephone)
交[かん]条件:[n-comm]bargaining point; conditions for meeting a demand; terms of exchange
[かん]声:[n-comm]shout
召[かん]:[n-comm;n-suru;trnsitv]arraigning; calling; citation; subpoena; summoning; summons
[かん]散:[n-comm;n-suru]lysis; to lyse
[かん]然:[adv-to;adjtaru]undone; untied
[かん]発:[n-comm;n-suru;intrnsv]brilliance
才気[かん]発:[n-no;adj-n;n-comm]a flash of brilliance; great wisdom; quick-witted
輪[かん]:[n-comm]grand and splendid building","交換手(こうかんしゅ)
交換条件(こうかんじょうけん)
喚声(かんせい)
召喚(しょうかん)
渙散(かんさん)
渙然(かんぜん)
煥発(かんぱつ)
才気煥発(さいきかんぱつ)
輪奐(りんかん)",1,5,1,10
青,"セイ(精,青,清,静,請,晴,睛,錆,靖,蜻,情,菁,靜,倩,鯖)
ショウ(精,請,青,清,睛,菁,錆,鯖)
ジョウ(情,静,靜,靖)
シン(清,請)
セン(倩)
サイ(猜)","[せい]妙:[adj-n;n-comm]exquisite
[せい]肉:[n-comm](good quality) meat; processed meat; small goods
[せい]票:[n-comm]blue ballot (representing an opposition vote)
[せい]嵐:[n-comm]mountain air; wind blowing through fresh verdure
[せい]純:[adj-n;n-comm]innocence; purity
[せい]楚:[adj-n;n-comm]neat and clean; tidy; trim
[せい]的:[adj-n]static
鎮[せい]:[n-no;n-comm;n-suru;intrnsv;trnsitv]appeasement; calm; pacification; quiet; tranquility; tranquillity
懇[せい]:[n-comm;n-suru;trnsitv]appeal; entreaty; request
召[せい]:[n-comm;n-suru;trnsitv]invitation
秋[せい]:[n-comm]clear autumnal weather
秋[せい]:[n-comm]clear autumnal weather
画竜点[せい]:[n-comm]finishing touches; last vital touch
画竜点[せい]:[n-comm]finishing touches; last vital touch
防[せい]:[n-no;n-comm]anticorrosive; anti-rust; rustproof
発[せい]:[n-comm]onset of rust; rusting
[せい]寧:[adj-n;n-comm]peace and quiet; peace on earth; tranquility
閑[せい]:[n-comm]quiet; tranquillity
[せい]蛉:[n-comm]damselfly; dragonfly
[せい]蜒:[n-comm]damselfly; dragonfly
契[せい]:[n-comm]beauty; courtesan; prostitute; siren
契[せい]:[n-comm]beauty; courtesan; prostitute; siren
芫[せい]:[n-comm]blister beetle; cantharides
[せい]莪:[n-comm](enjoying) raising prodigies; nurturing talented people
寂[せい]:[adj-n;n-comm]calmness; stillness; tranquility; calmness of the heart; enlightenment

[しょう]霊:[n-comm]spirit of the deceased
不[しょう]:[adj-n;n-comm;n-suru]indolence; laziness; sloth
招[しょう]:[n-comm;n-suru;trnsitv]invitation
招[じょう]:[n-comm;n-suru;trnsitv]invitation
群[じょう]:[n-comm]ultramarine
緑[しょう]:[n-comm]copper rust; green rust; verdigris
[しょう]浄:[n-no;adj-n;n-comm]clean; pure; purity
[しょう]浄:[n-no;adj-n;n-comm]clean; pure; purity

[じょう]状酌量:[n-comm;n-suru;intrnsv;trnsitv]taking the extenuating circumstances into consideration
世[じょう]:[n-comm]human nature; the ways of the world
[じょう]脈:[n-no;n-comm]vein
[じょう]脈炎:[n-comm]phlebitis
寂[じょう]:[adj-n;n-comm]calmness; stillness; tranquility; calmness of the heart; enlightenment

[しん]朝:[n-comm]Ch'ing dynasty; Manchu dynasty; Qing dynasty (of China; 1644-1912); seichōtai; typeface which resembles brush-stroke forms of characters
[しん]朝:[n-comm]Ch'ing dynasty; Manchu dynasty; Qing dynasty (of China; 1644-1912); seichōtai; typeface which resembles brush-stroke forms of characters
安普[しん]:[n-comm]cheap structure (e.g. of houses)
割り普[しん]:[n-comm]dividing work among several contractors

[せん]:[adjtaru]attractive; good-looking

[さい]疑:[n-comm;n-suru;trnsitv]jealousy; suspicion
[さい]疑心:[n-comm]jealousy; suspicion (of others)","精妙(せいみょう)
精肉(せいにく)
青票(せいひょう)
青嵐(せいらん)
清純(せいじゅん)
清楚(せいそ)
静的(せいてき)
鎮静(ちんせい)
懇請(こんせい)
召請(しょうせい)
秋晴(しゅうせい)
秋晴(しゅうせい)
画竜点睛(がりゅうてんせい)
画竜点睛(がりょうてんせい)
防錆(ぼうせい)
発錆(はっせい)
靖寧(せいねい)
閑靖(かんせい)
蜻蛉(せいれい)
蜻蜒(せいれい)
契情(けいせい)
契情(けいせい)
芫菁(げんせい)
菁莪(せいが)
寂靜(せきせい)

精霊(しょうりょう)
不精(ぶしょう)
招請(ちょうしょう)
招請(しょうじょう)
群青(ぐんじょう)
緑青(りょくしょう)
清浄(しょうじょう)
清浄(しょうじょう)

情状酌量(じょうじょうしゃくりょう)
世情(せじょう)
静脈(じょうみゃく)
静脈炎(じょうみゃくえん)
寂靜(じゃくじょう)

清朝(しんちょう)
清朝(しんちょう)
安普請(やすぶしん)
割り普請(わりぶしん)

倩(せん)

猜疑(さいぎ)
猜疑心(さいぎしん)",0.775806,31,6,9
蒙,"モウ(蒙,朦,濛,艨,矇,曚,檬)
ボウ(曚,朦,矇,艨,蒙)","[もう]古:[n-comm]Greater Mongolia; Mongolia (region); Mongolian Plateau; Mongols (nomadic tribe)
啓[もう]:[n-comm;n-suru;trnsitv]enlightenment; illumination
意識[もう]朧:[adv-to;adjtaru]being in a hazy state; being only half conscious; feeling dopey
砂塵[もう][もう]:[adv-to;n-comm;adjtaru]big clouds of dust; haze of dust
砂塵[もう][もう]:[adv-to;n-comm;adjtaru]big clouds of dust; haze of dust
砂塵[もう][もう]:[adv-to;n-comm;adjtaru]big clouds of dust; haze of dust
[もう]艟:[n-comm]warship
[もう]昧:[adj-n;n-comm](lack of) enlightenment or civilization (civilisation); ignorance; uncivilised; uncivilized; unenlightened
[もう]昧:[adj-n;n-comm](lack of) enlightenment or civilization (civilisation); ignorance; uncivilised; uncivilized; unenlightened","蒙古(もうこ)
啓蒙(けいもう)
意識朦朧(いしきもうろう)
砂塵朦朦(さじんもうもう)
砂塵濛濛(さじんもうもう)
砂塵濛濛(さじんもうもう)
艨艟(もうどう)
矇昧(もうまい)
曚昧(もうまい)",0.501666,12,2,9
居,"キョ(居,踞,鋸,据,倨,裾)
コ(居,踞,裾,倨,鋸)","[きょ]城:[n-comm]castle of a feudal lord
[きょ]留民:[n-comm]resident; residents
盤[きょ]:[n-comm;n-suru;intrnsv]becoming firmly established; being dominant; exercising authority; holding sway; putting down strong roots; settling in a co...
蟠[きょ]:[n-comm;n-suru;intrnsv]becoming firmly established; being dominant; exercising authority; holding sway; putting down strong roots; settling in a co...
[きょ]屑:[n-comm]sawdust
[きょ]歯:[n-comm]serration; teeth of a saw
[きょ]銃:[n-comm]gun mount; mounting a gun (i.e. holding the stock against one's shoulder)
拮[きょ]:[n-comm;n-suru;intrnsv]assiduity; diligence; hard toil; pinching
傲[きょ]:[adj-n;n-comm]arrogant; haughty; insolent; proud
[きょ]傲:[adj-n;n-comm]arrogant; haughty; insolent; proud
[きょ]礁:[n-comm]fringing reef

[こ]士:[n-comm]grhapati (layman; sometimes used as a posthumous suffix); private-sector scholar
雑[こ]寝:[n-comm;n-suru]sleeping together in a huddle
[こ]む:[v5mu;intrnsv]to bend down; to bend forward; to crouch; to lean over; to squat; to stoop","居城(きょじょう)
居留民(きょりゅうみん)
盤踞(ばんきょ)
蟠踞(ばんきょ)
鋸屑(きょせつ)
鋸歯(きょし)
据銃(きょじゅう)
拮据(きっきょ)
傲倨(ごうきょ)
倨傲(きょごう)
裾礁(きょしょう)

居士(こじ)
雑居寝(ざこね)
踞む(こごむ)",0.727272,11,2,9
